SPEC_ID:	'No sample description was entered.'
SPEC_REM:	'DET# 1'
DATE_MEA:	'09/19/2017 09:54:32'
MEAS_TIM:	'120 120'
DATA:	'0 2047'
ROI:	'0'
PRESETS:	'Live Time'
ENER_FIT:	'0.000000 0.002526'
MCA_CAL:	'3'
SHAPE_CAL:	'3'

Channel	Counts
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	1
194	0
195	0
196	0
197	1
198	3
199	2
200	3
201	5
202	3
203	1
204	0
205	1
206	0
207	0
208	2
209	3
210	0
211	4
212	1
213	2
214	1
215	1
216	0
217	2
218	1
219	3
220	2
221	2
222	4
223	1
224	4
225	1
226	1
227	2
228	0
229	2
230	1
231	1
232	2
233	0
234	1
235	3
236	1
237	1
238	2
239	1
240	1
241	0
242	2
243	1
244	1
245	1
246	1
247	3
248	7
249	0
250	2
251	2
252	1
253	1
254	2
255	4
256	1
257	3
258	2
259	3
260	0
261	1
262	4
263	1
264	6
265	2
266	2
267	0
268	3
269	1
270	1
271	2
272	2
273	0
274	1
275	1
276	0
277	2
278	2
279	2
280	2
281	2
282	1
283	1
284	1
285	2
286	3
287	4
288	4
289	1
290	2
291	1
292	2
293	1
294	2
295	1
296	3
297	0
298	1
299	3
300	3
301	2
302	1
303	0
304	1
305	2
306	1
307	0
308	1
309	0
310	2
311	4
312	1
313	1
314	1
315	3
316	2
317	3
318	3
319	1
320	4
321	2
322	0
323	1
324	0
325	1
326	3
327	0
328	0
329	3
330	5
331	4
332	1
333	4
334	4
335	1
336	2
337	1
338	0
339	1
340	1
341	3
342	0
343	2
344	1
345	5
346	3
347	1
348	1
349	3
350	1
351	2
352	0
353	3
354	1
355	5
356	0
357	3
358	5
359	2
360	3
361	2
362	0
363	6
364	1
365	3
366	2
367	4
368	1
369	0
370	2
371	1
372	4
373	2
374	2
375	2
376	2
377	1
378	4
379	1
380	5
381	1
382	6
383	2
384	1
385	3
386	2
387	0
388	1
389	0
390	2
391	1
392	1
393	2
394	0
395	5
396	1
397	2
398	2
399	0
400	3
401	2
402	0
403	1
404	0
405	2
406	1
407	1
408	4
409	1
410	1
411	2
412	3
413	2
414	1
415	4
416	1
417	1
418	3
419	2
420	1
421	3
422	2
423	2
424	5
425	2
426	1
427	2
428	0
429	5
430	4
431	1
432	2
433	1
434	1
435	2
436	3
437	3
438	2
439	2
440	2
441	1
442	1
443	2
444	1
445	2
446	3
447	2
448	2
449	0
450	2
451	2
452	1
453	2
454	0
455	3
456	1
457	0
458	1
459	1
460	2
461	3
462	1
463	3
464	1
465	3
466	2
467	1
468	3
469	0
470	3
471	1
472	1
473	1
474	1
475	1
476	0
477	1
478	3
479	6
480	1
481	3
482	0
483	1
484	3
485	2
486	2
487	1
488	1
489	4
490	5
491	4
492	2
493	0
494	1
495	0
496	2
497	1
498	5
499	1
500	1
501	4
502	2
503	4
504	1
505	3
506	1
507	1
508	2
509	0
510	2
511	3
512	2
513	1
514	2
515	2
516	3
517	3
518	0
519	5
520	1
521	6
522	3
523	1
524	5
525	0
526	2
527	1
528	3
529	1
530	5
531	1
532	3
533	1
534	2
535	1
536	1
537	4
538	4
539	2
540	2
541	2
542	3
543	3
544	3
545	6
546	5
547	4
548	2
549	1
550	4
551	1
552	3
553	0
554	2
555	1
556	7
557	4
558	6
